Theta1,Theta2,Lambda1,Lambda2
3.729390124203428,0.7409308308079273,2.890033833508358,3.7369695677247305
3.7429536554144933,0.7499731849486374,2.851683230860448,3.764008855126898
3.7565513947748927,0.759038344522237,2.8137065827699663,3.7914102431658097
3.7701833422846267,0.7681263095287261,2.776114525153287,3.819172970507051
3.7838494979436947,0.7772370799681048,2.738917622811855,3.847296072506717
3.7975498617520973,0.786370655840373,2.7021263637993163,3.875778376710966
3.8112844337098344,0.7955270371455309,2.6657511537620384,3.9046184983843504
3.8250532138169056,0.8047062238835783,2.6298023102565846,3.9338148360710283
3.8388562020733112,0.8139082160545152,2.594290057047833,3.963365567193028
3.852693398479051,0.8231330136583418,2.55922451839152,3.993268643689814
3.8665648030341253,0.8323806166950578,2.524615713305039,4.023521787703465
3.8804704157385337,0.8416510251646634,2.4904735498304653,4.054122487313887
3.8944102365922766,0.8509442390671585,2.456807819293817,4.08506799232849
3.908384265595354,0.8602602584025433,2.423628190564653,4.116355310130915
3.9223925027477655,0.8695990831708176,2.390944204320236,4.14798120159335
3.9364349480495116,0.8789607133719815,2.3587652673185,4.179942177057159
3.9505116015005917,0.8883451490060349,2.3271006466841695,4.212234492386513
3.9646224631010063,0.8977523900729779,2.295959464212488,4.244854145099804
3.9787675328507555,0.9071824365728104,2.265350690695005,4.277796870583711
3.9929468107498387,0.9166352885055324,2.235283140272014,4.311058138394773
4.007160296798256,0.9261109458711441,2.2057654648162694,4.344633148653426
4.021407990996008,0.9356094086696453,2.1768061483526604,4.378516828535484
4.035689893343093,0.945130676901036,2.1484135015186197,4.412703828866077
4.050006003839513,0.9546747505653164,2.1205956560700554,4.447188520821125
4.064356322485268,0.9642416296624863,2.0933605594376936,4.481964992741439
4.078740849280357,0.9738313141925458,2.0667159693387305,4.517027047064562
4.0931595842247805,0.9834438041554948,2.040669448448767,4.552368197379514
4.107612527318538,0.9930790995513333,2.0152283591390248,4.58798166560962
4.1220996785616295,1.0027372003800616,1.9903998582838995,4.623860379328589
4.136621037954056,1.0124181066416795,1.9661908921439228,4.6599969692150705
4.151176605495817,1.0221218183361869,1.9426081913292372,4.696383766650883
4.165766381186912,1.0318483354635837,1.9196582658487427,4.733012801468144
4.180390365027341,1.0415976580238702,1.8973474002500437,4.769875799850482
4.195048557017104,1.0513697860170461,1.8756816488554073,4.806964182393569
4.209740957156202,1.0611647194431117,1.854666831098878,4.8442690623301585
4.224467565444635,1.0709824583020668,1.834308526969791,4.881781243924775
4.239228381882401,1.0808230025939116,1.8146120725678476,4.91949122104324
4.254023406469502,1.0906863523186459,1.7955825557749474,4.95738917590214
4.268852639205937,1.1005725074762698,1.777224812049003,4.995464978003318
4.283716080091707,1.1104814680667832,1.7595434203448517,5.03370818325844
4.298613729126811,1.120413234090186,1.7425426991674642,5.072108033308652
4.313545586311249,1.1303678055464785,1.7262267027625562,5.110653455044233
4.328511651645021,1.1403451824356605,1.7105992174497047,5.1493330603291705
4.343511925128128,1.1503453647577322,1.6956637581030312,5.188135145935458
4.35854640676057,1.1603683525126933,1.6814235647844704,5.22704769369187
4.373615096542346,1.1704141457005441,1.6678815995345735,5.266058370851874
4.388717994473455,1.1804827443212844,1.6550405433258049,5.305154530685292
4.4038551005538995,1.1905741483749142,1.6429027931831244,5.3443232132981695
4.419026414783678,1.2006883578614336,1.631470459476677,5.38355114668526
4.434231937162791,1.2108253727808425,1.6207453633912952,5.422824748019421
4.449471667691239,1.220985193133141,1.6107290345774223,5.462130125182085
4.4647456063690205,1.231167818918329,1.6014227089880064,5.501453078538861
4.480053753196136,1.2413732501364068,1.5928273269058115,5.540779102964201
4.495396108172587,1.251601486787374,1.5849435311654707,5.580093390118905
4.510772671298372,1.2618525288712308,1.5777716655745455,5.61938083098414
4.526183442573491,1.272126376387977,1.5713117735376594,5.658626018655465
4.541628421997944,1.2824230293376129,1.565563596887754,5.697813251400194
4.557107609571732,1.2927424877201383,1.5605265749282862,5.7369265359813
4.572621005294854,1.3030847515355533,1.5561998436901217,5.775949591250863
4.588168609167311,1.3134498207838579,1.552582235406696,5.814865852015886
4.603750421189101,1.323837695465052,1.549672278210879,5.853658473179131
4.619366441360226,1.3342483755791357,1.547468196056812,5.892310334157448
4.635016669680685,1.3446818611261089,1.5459679088698297,5.930804043579808
4.650701106150479,1.3551381521059718,1.5451690329274088,5.969121944267127
4.666419750769608,1.3656172485187241,1.545068881473882,6.007246118495685
4.68217260353807,1.376119150364366,1.5456644655715057,6.045158393545762
4.697959664455866,1.3866438576428974,1.5469524951902516,6.0828403475368615
4.713780933522997,1.3971913703543184,1.5489293805384912,6.120273315550665
4.729636410739463,1.407761688498629,1.5515912336365592,6.157438396042622
4.745526096105263,1.4183548120758291,1.5549338701349185,6.1943164575428025
4.761449989620397,1.428970741085919,1.5589528113785036,6.230888145646442
4.777408091284865,1.4396094755288982,1.5636432867185093,6.267133890294259
4.793400401098668,1.4502710154047669,1.5690002360727258,6.303033913342432
4.8094269190618055,1.4609553607135253,1.5750183127352195,6.338568236421804
4.825487645174277,1.4716625114551731,1.581691886435995,6.373716689085608
4.841582579436083,1.4823924676297107,1.5890150466508959,6.408458917244722
4.857711721847223,1.4931452292371377,1.5969816061619158,6.442774391889169
4.873875072407698,1.5039207962774543,1.6055851048676248,6.476642418094245
4.890072631117507,1.5147191687506605,1.6148188138433275,6.510042144309422
4.906304397976649,1.5255403466567563,1.62467573965018,6.5429525719277635
4.922570372985127,1.5363843299957416,1.6351486288922588,6.575352565133375
4.9388705561429385,1.5472511187676163,1.6462299730202732,6.6072208610239835
4.955204947450085,1.5581407129723808,1.6579120133803253,6.63853608000553
4.971573546906566,1.5690531126100347,1.6701867465058426,6.669276736455214
4.98797635451238,1.5799883176805782,1.6830459296504778,6.699421249649174
5.004413370267529,1.5909463281840113,1.6964810865594884,6.72894795495062
5.020884594172013,1.601927144120334,1.7104835134768068,6.757835115253868
5.037390026225831,1.6129307654895462,1.7250442853846706,6.7860609326794386
5.053929666428983,1.623957192291648,1.740154262472418,6.813603560514973
5.070503514781469,1.6350064245266394,1.7558040968306703,6.840441115396396
5.08711157128329,1.6460784621945201,1.7719842393668932,6.866551689723417
5.103753835934445,1.6571733052952906,1.7886849469378947,6.891913364303067
5.120430308734935,1.6682909538289505,1.8058962896946091,6.916504221214633
5.1371409896847595,1.6794314077955002,1.823608158634118,6.940302356889026
5.1538858787839175,1.6905946671949392,1.8418102733535424,6.963285895395176
5.17066497603241,1.701780732027268,1.860492190000158,6.985433001925779
5.187478281430237,1.7129896022924862,1.8796433094116969,7.006721896474317
5.2043257949773984,1.7242212779905939,1.8992528854405144,7.027130867694901
5.2212075166738945,1.7354757591215912,1.9193100334549862,7.046638286936187
5.238123446519724,1.746753045685478,1.9398037390111134,7.06522262244018
5.255073584514888,1.7580531376822546,1.9607228666870689,7.082862453696465
5.272057930659387,1.7693760351119205,1.9820561690730296,7.099536485942017
5.28907648495322,1.7807217379744762,2.0037922959083803,7.115223564796369
5.306129247396387,1.7920902462699213,2.025919803357995,7.129902691021643
5.323216217988889,1.803481559998256,2.048427163419064,7.143553035396546
